Code,Part no,Partcode,Desc,Plan-IT FC,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,Total Qty,Sales Trend,L12 M sales,L6 M Sales,L3 M Sales,Max,Trend,Monthly FC  L6 M,FC Variance,% Variance,Trend
VO,24253712,VO24253712,MODULATOR,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24260131,VO24260131,KEY,,,,,,,,3,,,,3,,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24261655,VO24261655,SWITCH PANEL,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24261688,VO24261688,SWITCH,,,,,,,3,,1,,,1,,5,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24271910,VO24271910,HINGE,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24271919,VO24271919,HINGE,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24273799,VO24273799,CONTROL UNIT,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24277231,VO24277231,COIL,,,,,,,,,,,2,,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24277242,VO24277242,COIL,,1,5,,,1,4,3,,4,3,1,2,24,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24277244,VO24277244,COIL,,,,2,2,2,3,1,,3,5,,1,19,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24281316,VO24281316,FAN CLUTCH,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24283117,VO24283117,OIL FILTER KIT,,7,6,28,22,2,29,10,11,7,7,18,23,170,, 14 , 13 , 16 , 16 , 1.10 , 13.00 , 13.00 , 100.0% ▲, Moderate Trend
VO,24290691,VO24290691,SWITCH,,,,,,,,,,,,10,4,14,, 1 , 2 , 5 , 5 , 5.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,24290779,VO24290779,SWITCH,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24292908,VO24292908,SWITCH,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24293079,VO24293079,SWITCH,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24300549,VO24300549,EMBLEM,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24303899,VO24303899,EMBLEM,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24303902,VO24303902,EMBLEM,,,6,,3,,3,2,,,,,,14,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,24309482,VO24309482,INJECTOR,,,7,1,3,2,2,1,2,4,9,4,4,39,, 3 , 4 , 6 , 6 , 2.00 , 4.00 , 4.00 , 100.0% ▲, Upward Trend
VO,24309483,VO24309483,INJECTOR,,1,,1,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24312162,VO24312162,OIL TRAP,,2,0,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24312165,VO24312165,OIL LEVEL SENSOR,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24326115,VO24326115,DOOR LOCK,,,,,,,,,1,,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24333752,VO24333752,OIL SEPARATOR,,2,0,,,,,,,1,1,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24334933,VO24334933,V-STAY,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24346233,VO24346233,LABEL,,6,,,,,,,,,,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,24350462,VO24350462,DISC,,,,,,,,,1,2,2,5,3,13,, 1 , 2 , 3 , 3 , 3.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,24351177,VO24351177,CHILLER,,,,1,1,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24358570,VO24358570,RADIO,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24359241,VO24359241,DRAIN VALVE,,1,1,2,,2,,,,2,5,2,1,16,, 1 , 2 , 3 , 3 , 3.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,24361306,VO24361306,KING PIN KIT,,1,,1,1,3,4,,1,,,9,11,31,, 3 , 4 , 7 , 7 , 2.30 , 4.00 , 4.00 , 100.0% ▲, Upward Trend
VO,24364532,VO24364532,HEADLAMP,,1,2,,,,1,,,2,,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,24364534,VO24364534,HEADLAMP,,,,,,,1,,,1,2,1,1,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24364538,VO24364538,HEADLAMP,,1,1,,,1,,2,1,1,2,3,,12,, 1 , 2 , 2 , 2 , 2.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,24364539,VO24364539,HEADLAMP,,,1,1,1,2,,1,1,,1,1,,9,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,24364547,VO24364547,HEADLAMP,,,,2,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24364548,VO24364548,HEADLAMP,,,,2,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24367092,VO24367092,IDLER PULLEY KIT,,,7,10,5,3,12,13,10,1,5,6,9,81,, 7 , 7 , 7 , 7 , 1.00 , 7.00 , 7.00 , 100.0% ▲, Moderate Trend
VO,24367734,VO24367734,GASKET,,2,1,1,,,,3,3,3,,,,13,, 1 , 2 , -   , 2 , -   , 2.00 , 2.00 , 100.0% ▲, Downward Trend
VO,24379823,VO24379823,MODULATOR,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24405156,VO24405156,SENSOR,,3,3,4,1,3,7,3,6,4,4,4,6,48,, 4 , 5 , 5 , 5 , 1.30 , 5.00 , 5.00 , 100.0% ▲, Upward Trend
VO,24412505,VO24412505,CHARGING SWITCH UN,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24424792,VO24424792,LOCK BRACE,,,,,,,,,2,1,,,1,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24427860,VO24427860,VALVE COVER,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24429500,VO24429500,CHARGE REGULATOR,,,3,,,,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24429533,VO24429533,CONNECTION PIPE,,,6,2,2,4,3,2,1,2,7,4,7,40,, 3 , 4 , 6 , 6 , 2.00 , 4.00 , 4.00 , 100.0% ▲, Upward Trend
VO,24441648,VO24441648,SOLENOID VALVE,,,,,,,,,,3,1,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24444704,VO24444704,PIPE SET,,,,,,-1,2,,,1,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24460834,VO24460834,AIR COMPRESSOR,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24470463,VO24470463,PRESSURE PIPE,,,,1,1,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24476465,VO24476465,WIRES,,,,,,3,1,1,5,1,1,2,1,15,, 1 , 2 , 1 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24476469,VO24476469,WIRES,,,,,,1,,1,5,,1,2,,10,, 1 , 2 , 1 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24492938,VO24492938,TELEMATICS CONTROL,,,,,,,,,,,1,,1,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24499192,VO24499192,STEERING WHEEL COVER,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24511912,VO24511912,COIL,,,6,10,,,,,,,10,23,2,51,, 4 , 6 , 12 , 12 , 3.00 , 6.00 , 6.00 , 100.0% ▲, Upward Trend
VO,24558272,VO24558272,CONTROL UNIT,,,,,,,,1,,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24564040,VO24564040,WIRES,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24570777,VO24570777,FOOTSTEP,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24602156,VO24602156,PASS-THROUGH,,,,,,1,,1,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24604882,VO24604882,CYLINDER,,5,,6,6,1,3,4,1,1,,,,27,, 2 , 1 , -   , 2 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24607525,VO24607525,EMBLEM,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24613940,VO24613940,TRIM MOULDING,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24618469,VO24618469,BIG-END BEARING KIT,,,,6,,,,,36,,7,6,,55,, 5 , 8 , 4 , 8 , 0.80 , 8.00 , 8.00 , 100.0% ▲, Moderate Trend
VO,24623865,VO24623865,FUEL FILTER HOUSING,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24627111,VO24627111,GASKET,,,,,,,,,,1,3,6,6,16,, 1 , 3 , 5 , 5 , 5.00 , 3.00 , 3.00 , 100.0% ▲, Upward Trend
VO,24631518,VO24631518,DOSAGE VALVE,,,2,2,,1,2,2,1,4,1,,3,18,, 2 , 2 , 1 , 2 , 0.50 , 2.00 , 2.00 , 100.0% ▲, Downward Trend
VO,24633960,VO24633960,FILTER KIT,,27,28,42,20,11,21,64,67,32,24,25,23,384,, 32 , 39 , 24 , 39 , 0.80 , 39.00 , 39.00 , 100.0% ▲, Moderate Trend
VO,24635977,VO24635977,V-RIBBED BELT,,1,,,,-1,1,1,,,,3,,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24635983,VO24635983,V-RIBBED BELT,,,1,2,1,1,,2,,1,,9,,17,, 1 , 2 , 3 , 3 , 3.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,24636039,VO24636039,V-RIBBED BELT,,,,,,,,,,,,2,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24653064,VO24653064,YOKE,,1,,1,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24653228,VO24653228,SILENCER,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24653968,VO24653968,WINDOW LIFT KIT,,,,,,,,1,1,,1,,,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24655847,VO24655847,AIR COMPRESSOR,,,,,,,,,,,,2,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24661180,VO24661180,SHOCK ABSORBER,,,,1,,,,0,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24661254,VO24661254,SHOCK ABSORBER,,3,4,9,4,12,5,2,5,10,9,2,6,71,, 6 , 6 , 6 , 6 , 1.00 , 6.00 , 6.00 , 100.0% ▲, Moderate Trend
VO,24661960,VO24661960,DISC,,,,,,,,,,,5,4,3,12,, 1 , 2 , 4 , 4 , 4.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,24664803,VO24664803,MODULATOR,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24670823,VO24670823,LEVEL SENSOR,,,,1,,,,1,,,1,,1,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24671269,VO24671269,LEVEL SENSOR,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24679905,VO24679905,CLUTCH CYLINDER,,,,1,,,3,,4,3,5,1,1,18,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,24687818,VO24687818,VALVE,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24698275,VO24698275,LINK,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24699334,VO24699334,AIR PRODUCTION MODULATOR,,,,,,5,,,1,,,5,2,13,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,24702862,VO24702862,CAMERA,,,,,,,,,1,,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24737499,VO24737499,CONTROL VALVE,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24753867,VO24753867,COOLANT PIPE,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24758239,VO24758239,ELECTRIC MOTOR,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24761973,VO24761973,EXHAUST PIPE,,1,,,,,2,2,1,1,,,1,8,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24762169,VO24762169,MUDFLAP,,,,,,,,,1,0,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24762171,VO24762171,MUDFLAP,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24767576,VO24767576,BELT TENSIONER,,,,,,,,,,,,,4,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24767581,VO24767581,BELT TENSIONER,,,,,,,,,,,,,4,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24777461,VO24777461,COOLING PLATE,,2,0,,,1,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24793409,VO24793409,SENSOR,,,,,,1,1,1,,1,,,1,5,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,24817250,VO24817250,CRANKSHAFT SEAL,,,,,,,,,,,1,1,0,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,24817832,VO24817832,GASKET KIT,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24858183,VO24858183,CHARGING SWITCH UNIT,,,,,,,,,1,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24875512,VO24875512,COMPRESSED-AIR TANK,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,24950987,VO24950987,OVERFLOW VALVE KIT,,,,,,,,2,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25309839,VO25309839,SIX POINT SOCKET SCREW,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25309934,VO25309934,SIX POINT SOCKET SCREW,,,,,,,,,,,3,,,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,25325008,VO25325008,CABLE SEAL,,,2,2,,-2,2,,2,,1,1,1,9,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,25332840,VO25332840,CABLE SEAL,,,6,,,,,,,,,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,25339078,VO25339078,HEXAGON NUT,,,15,,30,,,,,,,,,45,, 4 , -   , -   , 4 , -   , -   , -   , ►, Downward Trend
VO,25371156,VO25371156,CONNECTOR,,,,,,,,,,,,,34,34,, 3 , 6 , 11 , 11 , 3.70 , 6.00 , 6.00 , 100.0% ▲, Upward Trend
VO,25392050,VO25392050,HOUSING,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25392072,VO25392072,TERMINAL,,,,,,,,,,,2,,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,25559715,VO25559715,SEALING RING,,,,,,,,2,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25617877,VO25617877,CABLE SEAL,,,,8,0,,5,4,37,5,2,2,8,71,, 6 , 10 , 4 , 10 , 0.70 , 10.00 , 10.00 , 100.0% ▲, Downward Trend
VO,25640709,VO25640709,ADJUSTING WASHER,,,,,,,,,,1,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25640710,VO25640710,ADJUSTING WASHER,,,,,,,,,,1,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25640720,VO25640720,ADJUSTING WASHER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25640738,VO25640738,ADJUSTING WASHER,,,,,,,,,,1,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25640740,VO25640740,ADJUSTING WASHER,,,,,,,,,,1,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,257941,VO257941,FRONT SPRING,,,,,,1,,,1,0,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25814418,VO25814418,PROPELLER SHAFT,,7,1,2,,,2,2,,,3,,,17,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,25817751,VO25817751,PROPELLER SHAFT,,,,,,,,,,,1,-1,,0,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,25818599,VO25818599,PROPELLER SHAFT,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,26017350,VO26017350,GASKET,,,,,,,,,,,,1,2,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,270950,VO270950,SEALING RING KIT,,,,,,,,,,,6,6,,12,, 1 , 2 , 4 , 4 , 4.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,272910,VO272910,CROSS SHAFT,,1,,,1,1,,,,,,2,,5,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,273999,VO273999,REPAIR KIT,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,276097,VO276097,REVERSE LOCK,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,276948,VO276948,O-RING KIT,,,,,,,,6,,6,6,18,12,48,, 4 , 8 , 12 , 12 , 3.00 , 8.00 , 8.00 , 100.0% ▲, Upward Trend
VO,3034872,VO3034872,SHIM,,,,,,,,-1,,,,,,-1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3034888,VO3034888,SHIM 1MM,,2,,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3090912,VO3090912,SPRING CLIP,,,,,,15,,,,,6,,,21,, 2 , 1 , 2 , 2 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,3090954,VO3090954,DUST COVER,,6,,2,2,4,2,4,2,,2,17,8,49,, 4 , 6 , 9 , 9 , 2.30 , 6.00 , 6.00 , 100.0% ▲, Upward Trend
VO,3090997,VO3090997,ADJUSTING DEVICE,,2,,1,,,,,,,,1,1,5,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,3090998,VO3090998,ADJUSTING DEVICE,,1,,,,,,,,,,1,1,3,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,3092047,VO3092047,NEEDLE BEARING,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3092340,VO3092340,SEALANT,,1,1,1,,,3,1,3,1,1,2,,14,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,3092611,VO3092611,O-RING,,,,2,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3092612,VO3092612,O-RING,,,,2,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3092614,VO3092614,VALVE,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3092710,VO3092710,BRAKE DISC KIT,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3093230,VO3093230,KIT,,2,,1,,,,,,,,1,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3093938,VO3093938,HYDRAULIC FLUID,,3,,,,,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3094588,VO3094588,O-RING,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3096823,VO3096823,ROLLER BEARING,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3096863,VO3096863,ROLLER BEARING,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3099973,VO3099973,GASKET KIT,,,,,,1,,1,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3152042,VO3152042,RETURN SPRING,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3152527,VO3152527,RADIAL SHAFT SEAL,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3173104,VO3173104,SAFETY VALVE,,,1,,1,,,,,1,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3173150,VO3173150,Relay Valve,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3176707,VO3176707,COVER,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3176878,VO3176878,CABLE,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3176909,VO3176909,CABLE,,1,,1,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3183207,VO3183207,VALVE CALIPER,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3183885,VO3183885,RUBBER CUSHION,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3192614,VO3192614,PISTON SEAL,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3192615,VO3192615,SEALING RING,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3198665,VO3198665,BRACKET,,,,,0,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,351111,VO351111,RUBBER BLOCK,,3,9,11,6,15,9,3,21,13,16,12,6,124,, 10 , 12 , 11 , 12 , 1.10 , 12.00 , 12.00 , 100.0% ▲, Moderate Trend
VO,3545575,VO3545575,VALVE CAP,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,39031,VO39031,COVER,,,,,1,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3944578,VO3944578,SLIDE MEMBER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3963047,VO3963047,CABLE TERMINAL,,,4,,,,,,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3963409,VO3963409,TERMINAL,,,,,,,,7,,,,45,6,58,, 5 , 10 , 17 , 17 , 3.40 , 10.00 , 10.00 , 100.0% ▲, Upward Trend
VO,3963412,VO3963412,HOUSING,,,,,,,,1,,,,7,2,10,, 1 , 2 , 3 , 3 , 3.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,3979639,VO3979639,PLANE GASKET,,,,2,0,2,2,,,,,2,2,10,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,3985598,VO3985598,ADAPTER,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3985620,VO3985620,ADAPTER,,,,,,,,1,,,,,1,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,3985621,VO3985621,ADAPTER,,1,,2,0,,3,9,,,,6,2,23,, 2 , 3 , 3 , 3 , 1.50 , 3.00 , 3.00 , 100.0% ▲, Upward Trend
VO,3986189,VO3986189,O-RING,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,414138,VO414138,COMPRESSION SPRING,,,,,,,,,,4,,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,420643,VO420643,PLANE GASKET,,1,,,1,,,1,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,469601,VO469601,RUBBER MOULDING,,,,,,,,1,,,,2,,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,469846,VO469846,SEALING RING,,,,1,1,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,471708,VO471708,RUBBER MOULDING,,,0,2,3,,1,2,1,,1,1,,11,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,478344,VO478344,SPACER SLEEVE,,,8,,12,4,4,4,,,,,8,40,, 3 , 2 , 3 , 3 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,60110457,VO60110457,TERMINAL,,,,,,,,,,,2,,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,60110468,VO60110468,WASHER,,,,,,,,,2,0,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,60110514,VO60110514,HOUSING,,,,,,,,,1,2,1,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
